This file was created by CMPT_ME_BEME_RETS using the 201402 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 BE/ME portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
196204  -7.22  -7.25  -6.85  -6.62  -5.63  -6.12
196205 -11.33 -10.32  -9.53  -9.07  -6.86  -6.22
196206 -10.29  -7.53  -7.05  -9.02  -6.91  -6.65
196207   9.30   5.85   6.52   8.04   5.23   3.59
196208   4.63   3.46   2.49   2.74   1.65   2.45
196209  -8.22  -7.07  -6.22  -5.04  -4.62  -4.40
196210  -5.08  -3.27  -2.05   0.60   0.72   0.32
196211  14.87  13.56  14.43  11.30   9.97  13.85
196212  -3.59  -1.41  -2.19   1.55   1.83   0.80
196301   7.75   8.06   9.92   4.95   4.30   7.22
196302  -2.62  -1.51  -0.01  -2.81  -1.82  -0.95
196303   0.29   1.68   2.43   3.43   3.32   5.18
196304   3.62   2.79   4.86   4.94   4.56   5.75
196305   1.65   3.21   5.45   2.32   1.11   3.67
196306  -1.32  -1.99  -1.70  -2.33  -1.45  -0.45
196307  -1.08  -0.62  -1.14  -0.03   0.45  -1.60
196308   4.45   4.37   5.74   5.40   4.69   7.38
196309  -3.07  -0.55  -1.93  -1.05  -1.73  -1.81
196310   1.16   1.71   2.71   3.86   1.26   2.08
196311  -2.87  -1.26  -0.33  -0.25  -1.43   0.54
196312   0.35   0.50   0.27   2.05   3.04   1.92
196401   0.77   2.71   4.04   2.68   2.68   2.69
196402   1.58   2.13   4.15   1.42   1.68   4.50
196403   0.61   4.08   5.25   0.92   3.02   3.01
196404  -1.69  -0.31  -1.44   0.42   1.06  -0.68
196405   0.92   1.07   2.15   1.54   1.18   4.07
196406   1.31   1.26   1.96   1.67   1.29   2.45
196407   1.56   2.92   2.65   1.91   2.31   2.22
196408  -1.52  -0.38  -1.22  -1.23  -0.86  -1.29
196409   3.47   2.80   3.60   2.34   3.56   5.51
196410   1.05   1.37   2.30   0.29   1.77   1.32
196411  -0.14  -0.35   0.09   0.50   0.94  -3.65
196412   0.46  -0.84  -1.54   1.12  -0.30  -2.03
196501   6.89   5.93   6.62   3.95   2.85   4.62
196502   3.68   3.40   4.33   0.57   0.09   0.30
196503   0.92   0.55   1.51  -1.16  -1.60   0.39
196504   3.00   4.42   5.34   3.82   2.49   2.87
196505  -0.07  -0.94  -1.34  -0.27   0.06  -2.23
196506  -9.95  -8.81  -8.59  -4.57  -4.95  -4.78
196507   2.55   3.01   4.14   1.34   1.62   4.17
196508   6.74   4.98   5.05   2.94   2.82   2.49
196509   3.88   3.78   3.84   3.80   2.23   3.62
196510   5.97   5.35   6.37   2.84   1.91   5.64
196511   4.02   4.86   4.73  -0.01  -0.15  -0.27
196512   3.87   3.45   4.75   0.84   0.89   4.13
196601   4.30   5.52   6.99  -0.20   1.20   4.24
196602   3.68   3.22   3.41  -1.60  -0.82  -0.62
196603  -0.45  -2.90  -2.04  -1.54  -2.66  -4.04
196604   5.68   4.70   5.66   2.41   1.81   1.53
196605  -9.96  -9.97 -10.36  -4.19  -5.05  -7.10
196606   0.82   0.12  -0.04  -2.02  -0.07  -0.18
196607  -1.96  -1.64  -0.76  -1.61  -0.60  -1.17
196608 -11.34  -9.80 -10.46  -7.65  -6.59  -7.41
196609  -2.01  -1.01  -1.53  -0.98   0.19  -0.47
196610  -3.76  -0.12  -0.14   3.24   7.26   5.24
196611   7.56   4.82   2.69   3.73  -1.03  -0.60
196612   3.48   2.65   0.50  -0.37   1.40   0.03
196701  18.09  16.28  17.64   7.92   6.36  12.43
196702   4.74   2.90   3.18   2.02  -0.36  -0.94
196703   6.04   6.57   5.67   4.27   3.76   5.02
196704   5.49   3.96   3.22   5.99   1.80   3.16
196705  -1.65  -0.94  -2.41  -5.00  -3.55  -2.45
196706   9.44   8.18   8.32   1.42   2.09   4.43
196707   7.22   7.52  10.18   4.91   3.48   7.26
196708  -0.45   0.79   0.58  -0.75  -0.91   1.15
196709   6.86   5.26   4.69   3.81   2.69   1.05
196710  -0.78  -2.29  -3.48  -1.50  -3.76  -5.56
196711   1.29   1.36  -0.85   1.09   0.29  -0.18
196712  10.89   7.48   8.23   2.15   3.24   4.04
196801  -1.40   0.78   3.42  -6.19  -1.23  -1.48
196802  -7.37  -5.10  -5.08  -3.31  -2.10  -3.31
196803  -0.79  -1.07  -0.51   1.83  -0.72   0.38
196804  17.16  14.32  13.33  10.22   5.38  12.00
196805   9.79   8.21   8.89   2.45   0.15   5.04
196806  -0.18   1.44   1.48  -0.02   3.59  -0.33
196807  -5.80  -2.29   0.20  -4.53   0.15   0.43
196808   3.95   3.36   4.72   1.18   1.41   2.42
196809   7.38   6.93   6.44   3.31   4.27   4.77
196810  -0.63   2.15   1.34  -0.61   1.66   3.23
196811   8.54   8.28   6.78   5.49   5.56   5.45
196812   0.27  -0.46  -1.07  -4.82  -3.34  -3.43
196901  -1.78  -1.07  -0.71  -1.82   0.15   0.48
196902 -10.39  -8.08  -7.48  -3.96  -5.32  -5.03
196903   3.06   2.24   3.20   3.90   2.52   2.85
196904   0.81   1.87   1.24   3.22   0.39   2.90
196905  -0.27   0.77   0.12  -0.18   0.70   0.90
196906 -12.22 -11.13 -11.00  -3.43  -7.90  -6.84
196907 -11.28  -9.49  -7.24  -4.80  -7.55  -6.01
196908   7.31   5.51   3.67   6.69   4.37   2.64
196909  -0.48  -2.03  -2.71  -0.57  -3.56  -4.76
196910  10.99   8.01   7.00   6.25   4.57   3.79
196911  -5.53  -5.18  -6.37  -2.13  -3.84  -3.52
196912  -5.07  -5.18  -6.72   0.18  -1.82  -4.33
197001  -6.05  -5.17  -2.32  -8.08  -8.51  -5.68
197002   2.63   3.51   6.23   3.63   7.84   8.07
197003  -5.33  -1.11   0.15  -1.91   1.48   1.11
197004 -20.82 -13.99 -11.13 -10.59  -9.54  -7.48
197005 -11.40 -10.59  -7.87  -7.95  -4.17  -4.21
197006  -8.90  -6.94  -6.00  -5.43  -3.27  -6.76
197007   7.43   6.91   6.74   5.08   9.78   7.86
197008   6.19   7.09   6.56   4.08   5.28   5.89
197009  17.03  10.79   9.48   7.32   0.25   3.87
197010  -6.80  -6.75  -4.20  -0.67  -1.56  -2.85
197011   0.32   2.04   2.54   5.13   5.68   6.29
197012   7.86   9.57   9.30   5.36   6.69   5.89
197101  10.48  13.12  12.57   4.72   3.81   5.33
197102   4.63   3.38   2.36   2.39   0.32   1.97
197103   8.83   5.19   4.74   5.95   3.06   2.05
197104   3.02   3.92   3.38   4.02   2.60   5.14
197105  -4.30  -5.31  -5.23  -2.73  -4.24  -4.54
197106   0.59  -1.85  -2.12   1.15  -0.10  -0.14
197107  -6.91  -4.32  -5.86  -4.18  -3.52  -4.88
197108   4.30   3.69   6.73   5.54   1.18   8.55
197109   0.80  -0.73  -2.19   0.39  -1.22  -2.50
197110  -6.17  -4.30  -6.59  -3.85  -3.49  -4.38
197111  -2.80  -2.28  -4.16   0.89  -0.39  -1.24
197112  13.45  11.11  12.32   9.02   8.43   9.56
197201   9.17   6.70  10.68   2.67   0.34   5.21
197202   4.89   3.02   2.78   4.48   1.01   1.06
197203   1.45  -0.09  -0.51   2.21  -1.35   0.79
197204   0.37   1.17   0.43   0.73   0.10   1.11
197205  -1.76  -1.28  -2.80   3.00   0.88  -1.34
197206  -3.40  -2.61  -3.09  -1.02  -2.78  -6.28
197207  -5.21  -3.09  -2.01   0.56  -1.12  -1.10
197208  -0.90   2.05   2.52   1.43   7.11   7.35
197209  -3.46  -2.74  -3.16  -0.46  -1.06   0.22
197210  -2.54  -0.14  -1.05   0.49   2.26   1.65
197211   3.61   5.79   6.41   2.95   6.51   9.70
197212  -0.91  -1.10  -2.26   2.64  -0.75  -0.58
197301  -7.87  -5.11  -3.71  -2.61  -2.17  -1.41
197302 -11.11  -7.75  -5.86  -2.98  -4.91  -4.87
197303  -4.37  -2.56  -1.26  -1.32   0.49   1.24
197304 -11.62  -5.36  -5.00  -6.10  -2.55  -1.40
197305 -10.10  -7.23  -7.32  -0.92  -2.07  -3.31
197306  -5.48  -2.83  -2.66  -0.91  -0.37  -0.86
197307  17.97  10.29   8.93   6.39   2.16   5.07
197308  -3.96  -5.27  -4.08  -3.37  -2.91  -0.88
197309  11.02   9.59   8.45   2.21   9.08   9.02
197310  -2.39   0.27   0.97  -0.28  -0.22  -0.15
197311 -22.56 -17.76 -16.18 -12.49 -10.03 -10.86
197312  -2.51  -2.36  -1.27  -1.41   5.42   5.84
197401   7.72  10.29  13.90  -1.09  -1.06   4.45
197402   0.05   0.35   1.96  -1.08   1.30   2.11
197403  -0.45  -0.70   0.47  -1.76  -3.51  -2.86
197404  -6.40  -5.86  -3.67  -3.58  -5.89  -4.29
197405  -7.20  -8.00  -6.76  -1.57  -5.11  -6.15
197406  -3.20  -2.40  -1.21  -2.09  -1.73  -2.50
197407  -6.72  -4.23  -2.97  -9.42  -4.41  -2.75
197408  -9.54  -7.97  -7.39 -10.06  -5.65  -7.08
197409 -11.81  -7.04  -7.28 -13.67  -6.07  -7.18
197410  14.18   7.64   8.22  21.39  11.26   7.90
197411  -5.22  -4.34  -5.46  -4.04  -3.46  -3.96
197412  -7.21  -5.55  -7.70  -3.26  -0.03  -2.65
197501  24.70  26.79  30.35  10.53  16.94  21.30
197502   6.66   3.19   3.73   8.21   2.79   2.07
197503   7.77   6.86   8.32   2.88   1.55   7.18
197504   6.57   3.29   3.18   5.69   2.10   6.74
197505  10.30   6.84   6.85   5.67   5.86   0.97
197506   7.02   7.44   6.21   4.30   6.36   7.71
197507  -2.97  -2.44  -2.54  -7.51  -3.94  -4.64
197508  -4.61  -4.28  -6.61  -2.23  -1.66  -2.02
197509  -4.01  -3.36  -3.43  -3.92  -2.71  -3.84
197510   1.36   3.35   2.06   6.52   5.81   6.41
197511   1.31   2.40   3.81   3.03   3.56   4.52
197512  -1.63  -0.24  -0.90  -1.83   0.38   1.00
197601  14.98  18.49  24.61  10.79  14.55  18.37
197602   6.67   7.34  12.30  -1.32   1.85   4.74
197603   1.25   1.60   1.77   2.83   3.01   2.26
197604  -1.02  -0.97  -1.11  -1.60   0.24  -1.54
197605  -0.87  -2.02  -3.59  -0.61  -1.59  -0.52
197606   3.93   3.64   3.88   4.46   5.18   5.96
197607  -1.12   0.68   0.76  -1.19   0.22   0.39
197608  -3.42  -1.38  -1.27  -0.30   1.16  -0.91
197609   3.50   2.49   2.22   2.18   3.14   2.90
197610  -2.71  -1.45  -2.08  -2.46  -1.17  -3.36
197611   3.66   3.22   3.93  -0.74   2.44   2.05
197612   9.60   9.52  10.08   4.79   6.63   8.77
197701   0.77   2.27   3.21  -6.30  -1.59  -0.22
197702  -0.92  -1.19   0.10  -1.87  -1.51  -1.92
197703   0.27   0.77   0.20  -1.64  -0.62   0.50
197704   1.07   1.28   2.55  -1.11   2.01   4.32
197705  -0.73   0.17   0.73  -1.79  -0.08  -1.58
197706   7.45   6.22   6.97   5.66   3.76   4.84
197707   0.04   0.04   0.56  -1.47  -1.05  -3.22
197708   0.74  -0.83  -1.51   0.34  -3.46  -3.00
197709   1.62   1.77   0.58  -0.70   1.04  -0.68
197710  -3.84  -2.10  -1.57  -4.32  -3.80  -3.18
197711   8.26   7.37   8.14   4.01   3.83   4.84
197712   3.20   1.48   1.58   0.21   0.88   1.15
197801  -4.71  -2.84  -1.20  -6.41  -5.67  -3.34
197802   1.57   2.54   2.53  -2.54   0.37  -1.90
197803   6.35   6.70   7.04   2.18   3.60   3.99
197804   9.93   7.52   7.19  11.06   5.53   6.87
197805   7.20   5.83   5.87   1.94   1.14   2.07
197806  -0.94   1.13   0.38  -1.39  -1.56  -1.55
197807   6.97   5.05   5.74   6.90   4.13   5.91
197808   8.27   8.18   8.82   3.56   4.39   2.05
197809  -1.86  -0.39  -0.63  -2.57   0.98  -0.05
197810 -23.11 -18.43 -18.73  -9.90  -9.10 -11.57
197811   8.87   5.03   4.40   2.96   3.27   3.01
197812   3.03   1.96   1.94   2.89   0.70  -0.39
197901   8.57   7.91   9.63   3.24   5.09   6.69
197902  -3.44  -2.24  -1.91  -3.72  -2.36  -2.89
197903  11.63   8.41   8.50   5.72   5.69   7.55
197904   1.66   2.97   3.32   0.19   0.60   0.68
197905  -2.64  -0.78   0.49  -1.83  -1.27  -1.30
197906   5.71   6.02   6.04   3.09   5.55   5.65
197907   2.03   4.05   3.05   0.58   1.77   3.00
197908   9.05   7.36   7.38   6.74   5.45   5.37
197909   0.78  -1.10  -1.06  -0.76   0.92  -0.77
197910  -9.24 -10.60 -11.30  -6.65  -6.19  -8.31
197911  10.94   6.83   6.85   6.57   5.71   4.10
197912   8.14   5.23   5.15   2.98   1.09   1.95
198001   7.87   7.76   8.47   4.88   6.34   7.92
198002  -0.41  -2.91  -2.71  -3.09   2.06   0.44
198003 -19.31 -16.06 -17.32  -8.94 -10.77 -13.05
198004   6.13   6.41   5.88   3.73   5.66   6.11
198005   8.08   7.90   8.10   5.66   5.48   6.45
198006   5.32   4.35   4.33   3.18   3.44   2.37
198007  13.31   9.58   7.21   9.36   5.25   2.76
198008   8.47   4.98   3.62   2.21   1.39   1.76
198009   5.25   2.95   0.87   4.15   3.27  -0.95
198010   5.82   2.37   3.04   1.82   2.88  -0.93
198011  12.61   4.43   2.49  11.65  13.43   4.88
198012  -5.31  -1.82  -1.33  -2.14  -4.75  -0.74
198101  -3.77   0.78   2.24  -6.00  -5.39   1.64
198102  -0.69   2.37   2.84   2.81   1.26   1.33
198103   7.68   8.01   7.65   3.79   3.60   5.22
198104   2.56   3.55   3.91  -2.17  -2.16   1.06
198105   4.92   2.95   1.72   0.84  -0.49   3.22
198106  -5.73   0.74   1.28  -3.23   2.09  -0.05
198107  -2.79  -2.41  -1.59   1.34  -0.57  -1.05
198108  -9.99  -5.92  -4.71  -6.82  -5.49  -2.45
198109 -10.26  -6.50  -4.89  -6.32  -5.99  -1.35
198110  10.46   6.69   5.79   8.11   3.96   4.40
198111   0.88   4.91   4.65   4.11   5.07   4.14
198112  -2.34  -0.95  -1.49  -3.13  -2.72  -2.50
198201  -4.80  -3.31  -0.85  -1.87  -3.67   0.43
198202  -7.46  -3.06  -0.80  -7.36  -3.36  -1.95
198203  -2.19  -0.47   1.56  -1.96  -0.53   1.93
198204   6.55   5.67   4.16   5.78   3.50   2.58
198205  -3.58  -2.29  -0.94  -3.46  -2.29  -2.45
198206  -3.56  -1.65  -1.29  -2.48  -1.17  -1.67
198207  -2.42  -0.55  -0.99  -0.66  -4.19  -1.69
198208   8.12   8.94   8.13  11.01  13.20  13.33
198209   2.64   4.76   5.22   1.92   2.02   0.02
198210  15.89  13.26  11.59  12.78  11.20   9.70
198211  10.01   8.43   9.31   7.09   2.34   3.95
198212   1.30   1.20   0.87   1.15   1.14   1.61
198301   9.72   5.44   4.92   2.80   3.30   5.88
198302   4.28   6.59   7.09   3.65   2.38   2.21
198303   2.63   6.38   6.25   2.47   4.47   3.00
198304   7.83   8.00   7.57   5.70   9.03   7.11
198305   7.96   5.35   5.08  -0.14   0.14  -0.07
198306   5.65   4.39   2.38   5.27   3.68   0.77
198307  -5.81  -0.02   1.26  -5.20  -2.70  -1.12
198308  -4.80  -2.83  -0.35  -1.34   0.92   5.29
198309   0.10   2.49   3.99   2.58   1.51   0.81
198310  -9.02  -4.39  -2.21  -3.57  -0.87  -0.39
198311   4.75   4.24   4.34   2.81   2.47   1.91
198312  -3.17  -0.39   0.23  -0.69  -1.08  -0.73
198401  -4.22  -0.29   2.10  -5.31   0.59   3.57
198402  -6.98  -5.00  -3.55  -4.76  -4.16  -1.56
198403   0.19   1.36   2.29   1.56   1.57   0.46
198404  -1.23   0.10  -0.04   0.46   0.20   1.73
198405  -5.95  -4.80  -4.40  -4.81  -4.55  -5.90
198406   4.58   2.10   1.09   4.40   1.58   2.64
198407  -5.55  -2.98  -3.32  -0.98  -1.80  -2.43
198408  13.43  10.31   9.54  11.28  11.16  11.51
198409  -2.72   1.42   2.33  -2.40  -0.37   3.17
198410  -2.19  -0.31   0.03   0.77   0.86  -0.50
198411  -4.54  -0.30   0.39  -2.23  -1.29   0.93
198412   2.02   1.67   2.18   2.66   2.72   2.23
198501  14.99   9.99   8.70  10.12   8.12   5.64
198502   2.99   2.84   1.71   1.30   1.66   2.24
198503  -3.22  -1.21   1.40  -1.27  -0.59   2.17
198504  -2.01   0.14   1.65  -1.86  -0.77   1.90
198505   4.24   4.07   3.22   5.98   7.12   5.25
198506   1.41   2.55   2.35   1.54   1.88   1.45
198507   2.77   2.47   1.10   0.21  -0.95  -1.46
198508  -1.97  -0.03   0.25  -1.53  -0.07   0.81
198509  -7.27  -4.24  -4.19  -3.87  -2.71  -4.37
198510   3.22   3.72   3.26   4.00   5.38   5.50
198511   7.84   6.92   6.31   9.07   6.60   4.75
198512   5.03   4.02   3.28   5.77   3.62   4.41
198601   2.27   1.53   2.56   0.77   0.43   1.55
198602   7.33   7.25   6.67   8.00   8.25   6.89
198603   4.30   5.37   5.18   6.24   5.81   4.35
198604   2.37   1.14   0.45   0.56  -1.79  -3.32
198605   3.35   5.29   3.48   5.45   5.53   5.08
198606  -0.09   0.96   1.93   1.84   1.16   2.59
198607 -10.70  -8.80  -5.68  -7.17  -5.22  -2.67
198608   2.14   3.58   4.51   4.78   8.48   9.45
198609  -8.23  -4.82  -4.75 -10.06  -7.46  -7.14
198610   4.36   2.80   1.60   5.60   5.37   5.49
198611   0.04  -0.59   0.34   1.99   2.24   1.50
198612  -3.17  -2.91  -2.04  -2.44  -2.99  -2.94
198701  12.57  11.09   9.07  13.87  13.27  10.95
198702   9.55   6.78   5.06   7.48   3.48   0.06
198703   1.34   2.65   3.68   1.66   2.33   2.49
198704  -2.68  -3.01  -3.66  -1.82  -0.96  -1.49
198705  -0.32  -0.02   0.72   1.49  -0.22   0.76
198706   1.46   3.25   3.54   4.64   5.45   4.68
198707   2.19   3.30   5.44   5.58   3.50   3.74
198708   2.84   3.78   2.91   4.67   4.33   2.78
198709  -2.55  -1.25  -1.38  -1.93  -2.32  -2.54
198710 -32.33 -27.91 -27.74 -23.19 -20.22 -19.37
198711  -6.98  -3.98  -3.50  -8.76  -7.83  -5.79
198712   9.23   6.99   4.66   9.17   6.38   4.88
198801   2.24   4.85   6.58   2.06   5.64   8.03
198802   8.42   7.98   7.11   5.43   4.58   3.45
198803   3.71   3.88   3.34  -3.09  -3.18  -1.24
198804   1.35   1.94   2.54  -0.66   2.08   1.54
198805  -2.92  -1.78  -0.48   0.01   0.63   2.13
198806   7.61   6.89   6.19   4.78   5.65   3.97
198807  -2.44  -0.09   0.33  -1.54  -0.31   0.22
198808  -4.06  -1.70  -1.38  -2.88  -3.14  -1.39
198809   2.68   2.97   2.74   5.07   3.48   3.66
198810  -2.02  -0.05   0.59   2.26   1.94   3.01
198811  -3.86  -2.58  -2.64  -1.69  -1.85  -0.37
198812   4.06   3.87   3.00   2.77   1.60   0.76
198901   4.35   4.50   5.43   7.07   6.56   7.05
198902   0.49   0.79   1.25  -2.34  -2.06  -1.38
198903   2.53   3.02   3.42   2.52   1.66   2.60
198904   4.82   4.36   3.86   6.00   4.76   4.06
198905   4.67   3.74   3.83   4.82   3.56   3.98
198906  -3.04  -0.80  -0.09  -0.96  -0.35   0.43
198907   4.37   4.17   3.47  10.81   7.17   6.10
198908   2.83   2.74   2.57   1.08   2.84   2.63
198909   1.38   0.16  -0.85   0.53  -0.82   0.08
198910  -5.01  -5.73  -6.45  -1.36  -3.93  -2.11
198911   0.70   0.86  -0.12   2.39   1.66   1.06
198912   0.16  -0.40  -0.24   1.68   2.42   2.55
199001  -9.28  -7.65  -7.93  -7.52  -6.37  -7.09
199002   3.26   2.63   2.30   0.32   2.18   2.54
199003   4.35   3.79   2.31   4.14   1.41   0.48
199004  -2.83  -3.12  -4.39  -0.90  -3.46  -4.50
199005   8.47   6.45   4.33  10.82   8.65   7.47
199006   1.21   0.45   0.06   1.31  -2.38  -1.56
199007  -4.49  -3.76  -4.24  -1.29  -0.04  -1.56
199008 -14.78 -12.20 -11.35  -9.70  -7.95  -9.93
199009 -10.32  -8.32  -8.19  -5.73  -3.73  -6.37
199010  -5.99  -5.56  -5.88   0.38  -1.96   0.78
199011   8.93   6.48   4.96   7.37   6.82   5.19
199012   4.18   3.49   2.88   3.74   2.41   1.95
199101   9.32   8.32   7.65   6.32   3.26   4.31
199102  11.71  10.24  11.25   7.83   6.54   7.10
199103   7.76   5.25   6.63   4.04   1.13   2.77
199104  -0.65   1.43   1.58  -0.27   0.79   0.31
199105   4.27   4.88   2.63   4.67   2.91   5.22
199106  -5.30  -3.27  -4.10  -4.87  -4.31  -3.68
199107   4.22   3.55   2.97   5.44   4.02   4.11
199108   4.43   3.11   4.31   3.37   1.81   1.88
199109   1.23   0.67  -1.05  -2.17   0.02  -1.90
199110   3.11   2.59   1.91   1.52   1.67   1.77
199111  -4.80  -3.76  -5.51  -2.50  -4.51  -5.62
199112  10.17   6.73   7.52  14.47   7.67   9.04
199201   7.64   7.45  10.45  -2.28  -1.52   3.96
199202   0.77   2.84   7.02   0.37   0.75   6.87
199203  -6.35  -1.24  -0.66  -2.78  -1.29  -1.12
199204  -5.56  -2.41  -1.01   0.13   4.97   4.23
199205  -0.66   0.92   2.52   0.92   0.45   0.24
199206  -6.17  -3.22  -2.71  -2.47  -1.15   0.84
199207   2.62   3.33   3.81   4.32   4.65   2.09
199208  -4.33  -1.50  -2.64  -1.10  -2.14  -4.89
199209   1.48   2.46   1.45   1.67   0.86   1.22
199210   4.37   2.52   1.66   2.40  -0.91   0.92
199211   9.63   6.47   6.70   4.58   2.55   4.56
199212   2.60   3.63   4.94   0.70   2.12   3.41
199301   1.30   4.04   6.59  -1.10   1.50   5.39
199302  -6.38  -0.13   1.09  -2.35   4.12   3.08
199303   2.08   2.60   3.65   1.76   3.10   2.72
199304  -3.77  -2.54  -2.60  -5.04  -0.89  -0.94
199305   6.66   3.23   3.09   4.01   2.36   0.73
199306   0.72   0.48   1.49  -1.03   1.20   3.43
199307  -0.36   1.48   2.26  -2.25   1.14   1.64
199308   3.98   4.69   3.34   3.63   4.09   3.37
199309   3.24   2.31   2.56  -0.70   0.47  -0.99
199310   3.88   1.69   2.64   2.98  -0.19   1.10
199311  -3.29  -2.72  -2.42  -0.05  -2.64  -1.44
199312   2.59   3.87   2.74   1.40   1.77   2.39
199401   1.92   2.90   5.09   1.98   4.49   3.03
199402  -0.91   0.82  -0.91  -1.65  -3.05  -4.47
199403  -6.21  -4.82  -4.30  -4.72  -3.80  -3.95
199404  -0.80   0.64   1.37   0.35   2.03   1.57
199405  -2.54  -1.03   0.06   1.50   1.77  -0.75
199406  -4.75  -2.08  -2.09  -3.03  -2.13  -2.32
199407   1.45   1.51   2.30   3.08   3.32   4.19
199408   7.47   4.29   3.98   5.90   3.04   2.45
199409   0.58  -0.18  -0.46  -1.14  -3.25  -3.72
199410   0.59  -0.08  -2.03   2.35   2.50   0.23
199411  -3.73  -3.45  -3.73  -2.92  -4.48  -3.02
199412   0.63   2.09   1.31   1.41   1.21   1.26
199501  -1.13  -0.14   0.96   2.22   2.92   3.42
199502   3.60   3.25   4.35   4.02   4.13   4.04
199503   2.69   2.04   0.95   2.99   3.17   0.62
199504   1.19   3.00   3.20   2.08   3.07   3.47
199505   0.78   1.98   2.91   3.55   3.59   5.23
199506   7.22   4.93   3.93   3.92   1.74   1.24
199507   7.84   4.77   4.76   4.00   4.08   2.65
199508   2.21   2.93   3.89   0.10   1.17   2.25
199509   2.48   1.81   1.56   4.85   3.31   3.88
199510  -5.83  -4.97  -3.68   0.48  -1.26  -1.88
199511   3.56   3.30   4.04   3.95   5.26   4.14
199512   1.83   2.58   2.19   0.28   2.49   2.73
199601   0.04   0.33   1.10   3.02   3.14   2.77
199602   4.73   2.58   2.28   1.99   1.66  -0.21
199603   2.12   2.76   2.83   0.20   1.55   2.04
199604   8.80   4.70   4.37   2.82   1.23  -0.85
199605   6.07   4.38   5.41   3.80   0.92   1.66
199606  -6.27  -2.37  -2.42   0.02  -0.18   0.02
199607 -13.80  -6.11  -5.35  -5.55  -3.70  -5.23
199608   7.10   4.61   4.55   2.05   3.86   3.46
199609   5.19   2.69   2.84   6.83   4.69   1.66
199610  -5.12  -0.05   1.14   0.67   3.58   4.06
199611   1.84   4.65   3.64   7.25   7.91   5.77
199612   0.66   2.68   1.84  -1.71  -1.43  -0.91
199701   4.24   2.86   3.18   6.62   5.21   3.01
199702  -6.15  -0.27   1.14   0.01   0.45   2.09
199703  -8.44  -3.23  -1.82  -5.50  -2.61  -4.40
199704  -3.20   0.68  -0.18   6.72   4.50   1.65
199705  15.56   9.79   7.90   7.01   5.84   5.92
199706   3.76   5.76   6.58   4.17   4.65   2.79
199707   4.89   5.49   5.51   7.75   8.84   6.87
199708   3.88   3.26   3.21  -5.77  -3.54  -2.36
199709   8.86   7.91   7.90   5.07   6.02   5.54
199710  -5.89  -3.47  -2.28  -3.51  -3.05  -2.70
199711  -3.18  -0.84   0.40   4.85   3.44   3.30
199712  -2.13   1.09   2.18   1.01   2.95   4.38
199801  -0.42  -1.51  -0.74   2.99  -2.00  -0.84
199802   8.31   7.14   7.22   7.22   7.89   6.60
199803   4.54   4.54   4.83   4.60   5.50   6.78
199804   0.78   1.46   2.26   1.18   1.62   0.26
199805  -7.32  -4.65  -2.54  -2.58  -2.20   0.87
199806   0.69  -0.88   0.32   5.89   1.88   1.82
199807  -7.69  -7.86  -6.67  -0.48  -3.16  -3.80
199808 -24.36 -18.85 -17.22 -14.61 -17.31 -11.27
199809   8.73   5.52   2.84   7.72   3.96   5.86
199810   4.85   3.62   2.89   8.30   7.92   4.72
199811   9.12   5.47   5.48   7.09   5.68   3.88
199812   6.66   3.34   2.80   8.70   1.82   3.16
199901   4.82   1.27   0.47   5.69  -0.66  -1.07
199902  -9.23  -6.97  -8.19  -4.26  -1.26  -2.20
199903   0.06   0.18  -2.78   4.20   3.59   1.19
199904  10.14   9.83   8.74   1.70   9.48   7.99
199905   1.43   1.55   4.43  -2.55  -0.81  -0.17
199906   6.49   6.11   6.07   6.83   2.61  -1.13
199907  -1.26  -0.87  -0.56  -3.13  -3.49  -2.81
199908  -2.94  -3.16  -2.88  -0.25  -2.57  -2.20
199909   0.63  -0.76  -2.57  -1.95  -5.53  -4.70
199910   1.12  -0.66  -3.09   7.07   5.81   4.81
199911  13.24   6.21   3.42   4.15  -2.55  -2.07
199912  18.15   8.51   5.86   7.85   1.90   1.75
200001   0.58  -0.23   0.30  -4.76  -3.69  -4.00
200002  28.29  15.52  11.55   1.24  -4.57  -7.38
200003 -13.43  -3.76  -1.02   8.70  10.64  11.63
200004 -14.25  -5.54  -4.56  -4.29  -1.17   4.29
200005  -8.08  -5.52  -3.70  -3.43   1.05  -0.37
200006  17.52   9.25   7.96   5.03  -5.88  -5.52
200007  -7.24   1.43   2.32  -2.97   3.41   4.50
200008   8.54   5.67   6.32   7.56   8.42   7.23
200009  -7.08  -0.24  -1.06  -6.20   1.97   1.47
200010  -8.21  -1.15  -1.84  -2.19   0.96   1.02
200011 -16.25  -4.38  -2.46 -10.90  -3.02   0.15
200012   2.76   9.40   8.12  -0.28   9.28   6.61
200101  12.52   5.25   6.49   3.77   1.00  -1.60
200102 -12.28  -0.50   0.48 -11.67  -0.50   3.31
